"PROVINCIA";"CANTÓN";"MES";"DIA";"HORA";"CLASE";"CAUSA";"ZONA";"NUM_FALLECIDO";"NUM_LESIONADO";"TOTAL_VICTIMAS"
24;"2402";1;7;0;3;7;1;0;1;1
1;"0101";1;7;0;7;3;1;0;1;1
9;"0904";1;7;0;1;4;1;0;1;1
17;"1701";1;7;0;3;8;1;0;0;0
18;"1801";1;7;0;1;3;1;1;0;1
23;"2301";1;7;0;1;1;1;0;2;2
18;"1801";1;7;0;1;3;1;0;3;3
17;"1701";1;7;0;1;1;2;0;6;6
18;"1801";1;7;1;1;3;2;1;0;1
13;"1307";1;7;1;4;3;2;1;0;1
12;"1205";1;7;2;1;4;1;0;1;1
9;"0901";1;7;3;3;3;1;0;1;1
13;"1301";1;7;3;3;7;1;0;0;0
17;"1701";1;7;3;4;3;2;0;0;0
17;"1701";1;7;4;3;1;1;0;3;3
13;"1308";1;7;4;7;4;1;0;1;1
9;"0911";1;7;5;1;4;1;0;1;1
17;"1703";1;7;5;3;4;2;0;1;1
9;"0911";1;7;5;2;5;2;0;2;2
6;"0601";1;7;5;3;7;1;0;0;0
12;"1210";1;7;5;5;4;2;0;0;0
6;"0601";1;7;5;3;4;2;0;3;3
9;"0901";1;7;5;7;3;1;0;1;1
13;"1308";1;7;6;3;4;1;0;0;0
5;"0502";1;7;6;3;4;1;0;1;1
23;"2301";1;7;6;7;8;1;0;1;1
17;"1701";1;7;6;4;3;1;0;0;0
17;"1701";1;7;6;4;7;2;0;0;0
24;"2401";1;7;6;7;4;2;0;3;3
24;"2403";1;7;6;3;4;2;0;1;1
22;"2203";1;7;6;3;4;2;0;1;1
23;"2301";1;7;7;3;1;1;0;3;3
18;"1801";1;7;7;4;1;1;0;0;0
9;"0901";1;7;7;7;3;1;0;0;0
9;"0901";1;7;7;7;3;1;0;0;0
9;"0920";1;7;7;3;4;2;0;1;1
9;"0901";1;7;7;1;10;1;0;1;1
24;"2401";1;7;7;3;4;2;0;0;0
9;"0901";1;7;7;4;3;1;0;0;0
17;"1701";1;7;7;3;3;2;0;0;0
9;"0901";1;7;7;3;4;1;0;0;0
24;"2401";1;7;7;3;7;2;0;0;0
9;"0901";1;7;7;4;3;1;0;2;2
13;"1310";1;7;8;3;7;2;0;5;5
10;"1001";1;7;8;7;4;2;0;0;0
23;"2301";1;7;8;7;3;2;1;0;1
18;"1801";1;7;9;4;1;2;0;1;1
17;"1707";1;7;9;4;4;2;0;0;0
12;"1207";1;7;9;2;5;1;0;1;1
17;"1701";1;7;9;1;4;1;0;1;1
13;"1308";1;7;9;3;4;1;0;0;0
5;"0506";1;7;9;7;4;1;0;2;2
9;"0901";1;7;9;3;7;1;1;3;4
13;"1308";1;7;9;3;4;1;0;0;0
5;"0506";1;7;10;7;4;2;1;2;3
2;"0203";1;7;10;7;4;1;1;0;1
21;"2104";1;7;10;7;4;2;0;1;1
9;"0914";1;7;11;1;4;2;0;1;1
9;"0911";1;7;11;2;5;2;0;1;1
16;"1603";1;7;12;4;10;2;0;0;0
1;"0101";1;7;12;3;7;2;0;0;0
9;"0909";1;7;12;4;4;2;0;0;0
9;"0920";1;7;12;7;4;2;0;1;1
24;"2403";1;7;12;3;7;2;0;2;2
9;"0906";1;7;13;7;4;2;0;2;2
13;"1301";1;7;13;4;3;1;0;0;0
10;"1004";1;7;13;3;1;2;0;1;1
13;"1312";1;7;13;3;4;2;0;0;0
13;"1309";1;7;14;3;7;2;0;0;0
17;"1701";1;7;14;4;8;1;0;1;1
17;"1701";1;7;14;3;8;1;0;1;1
11;"1101";1;7;15;3;4;2;0;0;0
17;"1701";1;7;15;4;3;1;0;0;0
9;"0922";1;7;15;2;5;2;0;2;2
17;"1701";1;7;15;4;8;2;0;0;0
17;"1701";1;7;15;4;8;1;0;0;0
9;"0908";1;7;16;3;7;2;0;4;4
10;"1001";1;7;16;7;7;1;1;0;1
6;"0603";1;7;16;3;4;2;0;0;0
9;"0901";1;7;16;3;4;1;0;1;1
24;"2401";1;7;16;7;4;1;0;0;0
24;"2401";1;7;16;1;4;2;0;1;1
9;"0916";1;7;17;3;7;2;0;1;1
17;"1703";1;7;17;7;4;2;0;4;4
9;"0901";1;7;17;3;3;1;0;1;1
12;"1205";1;7;17;3;7;1;0;1;1
24;"2402";1;7;17;7;4;1;0;1;1
17;"1703";1;7;18;3;4;2;0;0;0
17;"1701";1;7;18;3;8;1;0;0;0
9;"0901";1;7;18;7;4;1;0;1;1
24;"2401";1;7;18;7;4;2;0;0;0
17;"1701";1;7;18;3;8;1;0;1;1
9;"0910";1;7;18;2;5;1;0;1;1
12;"1206";1;7;19;3;4;1;0;3;3
9;"0920";1;7;19;3;7;1;1;0;1
24;"2401";1;7;19;3;4;2;0;0;0
24;"2403";1;7;19;3;4;1;0;1;1
6;"0610";1;7;19;3;4;2;0;2;2
9;"0906";1;7;19;1;4;1;0;3;3
11;"1101";1;7;20;3;1;2;0;1;1
6;"0603";1;7;20;1;4;2;1;0;1
17;"1701";1;7;20;4;1;1;0;1;1
13;"1308";1;7;20;3;4;1;1;0;1
13;"1309";1;7;20;1;4;2;0;1;1
9;"0922";1;7;20;3;7;2;0;3;3
9;"0901";1;7;20;4;7;1;0;0;0
13;"1312";1;7;21;5;4;2;0;2;2
17;"1701";1;7;21;4;8;1;0;2;2
9;"0910";1;7;21;3;7;2;0;2;2
13;"1301";1;7;21;3;3;1;1;2;3
1;"0103";1;7;21;3;7;2;0;1;1
23;"2301";1;7;21;4;3;1;0;1;1
1;"0101";1;7;21;7;4;2;0;4;4
17;"1703";1;7;22;3;4;2;0;1;1
24;"2401";1;7;22;2;5;2;0;1;1
6;"0607";1;7;22;7;4;2;0;0;0
9;"0920";1;7;23;3;7;2;0;1;1
2;"9005";1;7;23;2;5;2;0;1;1
12;"1205";1;7;23;1;4;2;2;2;4
9;"0906";1;1;0;7;4;2;0;1;1
17;"1701";1;1;0;1;4;2;0;1;1
8;"0804";1;1;0;7;1;2;1;0;1
9;"0901";1;1;1;3;1;1;0;0;0
12;"1207";1;1;1;2;5;1;0;1;1
18;"1801";1;1;1;3;1;1;0;1;1
23;"2301";1;1;2;4;3;1;0;0;0
17;"1701";1;1;2;7;8;2;0;2;2
9;"0914";1;1;2;2;5;2;0;1;1
13;"1306";1;1;3;2;5;2;0;1;1
13;"1303";1;1;3;4;4;2;0;2;2
13;"1309";1;1;4;7;4;2;1;0;1
7;"0706";1;1;5;4;4;2;0;0;0
9;"0921";1;1;6;7;4;2;0;2;2
9;"0910";1;1;6;4;4;1;0;1;1
18;"1801";1;1;7;3;3;2;1;0;1
9;"0909";1;1;7;7;4;2;0;1;1
17;"1701";1;1;8;4;8;1;0;0;0
9;"0901";1;1;8;7;1;1;0;0;0
9;"0921";1;1;8;2;5;2;0;1;1
17;"1701";1;1;9;4;3;1;0;0;0
22;"2201";1;1;9;4;4;2;0;0;0
17;"1701";1;1;9;4;7;1;0;1;1
9;"0901";1;1;10;3;7;2;0;3;3
24;"2402";1;1;10;5;4;2;0;1;1
13;"1308";1;1;10;3;4;2;2;0;2
6;"0601";1;1;11;3;7;1;0;0;0
17;"1703";1;1;11;3;7;2;0;0;0
6;"0601";1;1;11;3;7;1;0;0;0
1;"0101";1;1;11;3;4;2;0;1;1
9;"0911";1;1;12;1;4;1;0;2;2
9;"0901";1;1;13;7;4;2;0;1;1
7;"0706";1;1;14;3;7;2;1;0;1
1;"0101";1;1;16;7;4;2;0;5;5
6;"0601";1;1;16;6;7;1;0;0;0
23;"2301";1;1;18;3;4;2;0;0;0
1;"0101";1;1;18;1;4;1;0;1;1
3;"0304";1;1;19;7;4;1;0;3;3
7;"0701";1;1;19;1;4;2;0;1;1
12;"1201";1;1;19;2;9;2;1;0;1
19;"1901";1;1;19;4;4;2;0;2;2
9;"0901";1;1;19;1;10;1;0;1;1
17;"1701";1;1;19;1;4;1;0;1;1
9;"0910";1;1;20;7;4;2;0;2;2
1;"0101";1;1;20;3;7;1;0;0;0
23;"2301";1;1;20;3;7;1;0;1;1
18;"1801";1;1;21;3;7;1;0;0;0
17;"1701";1;1;21;3;7;1;0;0;0
13;"1314";1;1;22;7;4;2;0;1;1
13;"1301";1;2;0;7;3;1;0;1;1
13;"1301";1;2;0;3;7;1;0;1;1
24;"2403";1;2;1;3;7;1;0;2;2
7;"0710";1;2;5;7;4;2;0;0;0
17;"1701";1;2;7;1;5;1;0;2;2
18;"1801";1;2;7;4;1;1;0;0;0
9;"0906";1;2;7;1;4;2;0;2;2
11;"1101";1;2;8;5;4;1;0;0;0
17;"1704";1;2;9;7;4;2;0;1;1
9;"0901";1;2;10;3;7;1;0;1;1
13;"1301";1;2;10;3;7;1;0;1;1
17;"1701";1;2;11;1;5;1;0;1;1
9;"0901";1;2;12;7;3;1;0;1;1
17;"1701";1;2;12;1;4;1;0;1;1
9;"0901";1;2;13;1;4;1;0;1;1
12;"1205";1;2;13;6;4;2;0;0;0
1;"0108";1;2;13;2;5;2;0;2;2
11;"1101";1;2;15;3;4;1;0;0;0
1;"0101";1;2;15;3;4;1;0;0;0
11;"1101";1;2;15;3;4;1;0;0;0
17;"1701";1;2;16;4;7;1;0;0;0
10;"1003";1;2;16;1;7;1;1;0;1
24;"2401";1;2;16;5;4;2;0;1;1
1;"0101";1;2;16;3;1;2;0;2;2
9;"0912";1;2;17;3;7;1;0;2;2
9;"0901";1;2;17;3;10;1;0;2;2
9;"0901";1;2;17;3;4;1;0;1;1
9;"0907";1;2;18;1;4;2;0;1;1
17;"1701";1;2;18;3;3;1;0;1;1
9;"0901";1;2;18;3;4;1;0;3;3
12;"1210";1;2;18;6;4;2;0;0;0
12;"1205";1;2;18;3;7;2;0;4;4
9;"0901";1;2;19;1;10;1;1;0;1
24;"2402";1;2;20;3;7;1;0;1;1
7;"0701";1;2;20;3;1;1;0;1;1
9;"0901";1;2;20;4;4;1;0;0;0
9;"0901";1;2;21;3;7;2;0;5;5
17;"1701";1;2;21;3;4;1;0;0;0
9;"0901";1;2;22;5;9;1;0;1;1
9;"0920";1;2;22;3;7;1;0;1;1
23;"2301";1;2;23;7;3;1;1;0;1
23;"2301";1;3;1;3;7;2;2;0;2
23;"2301";1;3;3;2;5;2;0;1;1
7;"0701";1;3;3;4;3;1;0;1;1
9;"0906";1;3;6;7;4;2;0;0;0
9;"0901";1;3;6;3;7;1;0;0;0
6;"0607";1;3;6;4;4;2;0;0;0
1;"0101";1;3;6;1;4;1;0;1;1
9;"0901";1;3;7;3;4;1;0;1;1
9;"0901";1;3;7;3;4;1;0;1;1
9;"0920";1;3;7;6;4;2;0;0;0
13;"1308";1;3;8;3;4;1;0;0;0
12;"1203";1;3;8;7;4;2;1;0;1
9;"0918";1;3;9;7;4;2;0;1;1
17;"1701";1;3;9;3;3;1;0;0;0
13;"1301";1;3;9;3;4;1;0;0;0
24;"2402";1;3;10;3;7;1;0;4;4
17;"1701";1;3;10;1;5;1;0;1;1
9;"0901";1;3;11;1;5;1;0;1;1
17;"1703";1;3;11;4;4;2;0;0;0
9;"0913";1;3;11;2;5;2;0;1;1
23;"2301";1;3;11;3;7;1;0;1;1
12;"1211";1;3;12;3;4;1;0;1;1
12;"1201";1;3;12;1;4;2;0;1;1
23;"2301";1;3;12;3;7;1;0;1;1
11;"1101";1;3;13;3;4;1;0;0;0
9;"0901";1;3;13;1;5;1;0;1;1
9;"0901";1;3;13;3;7;1;0;1;1
9;"0901";1;3;14;4;10;1;0;0;0
17;"1701";1;3;14;4;7;2;0;0;0
17;"1701";1;3;15;7;3;1;0;1;1
18;"1801";1;3;15;3;1;1;0;0;0
12;"1205";1;3;15;3;4;2;0;0;0
5;"0501";1;3;15;3;4;2;1;0;1
8;"0801";1;3;16;3;7;1;0;2;2
9;"0901";1;3;16;5;4;1;0;1;1
1;"0101";1;3;16;5;4;1;0;2;2
21;"2101";1;3;17;1;5;2;1;0;1
9;"0901";1;3;18;1;4;1;0;1;1
12;"1205";1;3;18;2;5;1;0;1;1
13;"1308";1;3;20;4;4;1;0;0;0
13;"1308";1;3;20;3;4;1;0;0;0
17;"1701";1;3;21;8;1;2;0;2;2
12;"1205";1;4;1;3;4;1;1;0;1
7;"0710";1;4;4;4;4;2;0;0;0
13;"1301";1;4;4;3;7;1;0;0;0
9;"0906";1;4;6;1;4;2;0;2;2
11;"1101";1;4;6;3;7;1;0;1;1
10;"1001";1;4;6;3;7;1;0;0;0
23;"2301";1;4;7;3;2;1;0;0;0
17;"1701";1;4;7;3;4;1;0;2;2
9;"0901";1;4;7;8;10;1;0;0;0
23;"2301";1;4;8;1;4;1;0;1;1
9;"0901";1;4;8;7;9;1;0;1;1
17;"1701";1;4;8;3;4;1;0;1;1
9;"0901";1;4;9;3;7;1;1;1;2
9;"0906";1;4;9;1;4;1;0;1;1
9;"0901";1;4;9;3;7;1;0;3;3
1;"0101";1;4;12;3;7;1;0;1;1
11;"1101";1;4;12;1;4;1;0;1;1
9;"0901";1;4;14;1;2;1;0;1;1
9;"0901";1;4;16;7;4;1;0;0;0
6;"0601";1;4;16;3;7;1;0;0;0
9;"0901";1;4;16;1;9;1;1;0;1
17;"1701";1;4;16;3;4;1;0;0;0
17;"1701";1;4;16;1;5;1;0;1;1
9;"0901";1;4;17;3;4;1;0;1;1
9;"0901";1;4;17;3;4;1;0;2;2
13;"1301";1;4;18;8;7;1;0;1;1
9;"0916";1;4;19;3;4;2;0;0;0
17;"1701";1;4;19;5;1;1;0;0;0
17;"1701";1;4;19;8;3;1;0;1;1
9;"0901";1;4;19;3;1;1;0;1;1
8;"0802";1;4;19;1;5;2;0;2;2
9;"0920";1;4;22;3;4;2;0;1;1
9;"0906";1;4;23;3;7;2;0;2;2
11;"1101";1;5;0;3;7;1;0;0;0
18;"1801";1;5;2;3;7;1;0;0;0
6;"0602";1;5;2;6;4;2;0;0;0
10;"1001";1;5;3;3;7;1;0;0;0
9;"0928";1;5;4;1;4;2;1;0;1
9;"0901";1;5;7;7;3;1;0;1;1
9;"0901";1;5;7;3;2;1;0;1;1
9;"0913";1;5;8;3;4;2;0;0;0
9;"0901";1;5;8;4;6;1;0;1;1
12;"1205";1;5;9;1;4;1;0;3;3
9;"0901";1;5;9;3;7;1;0;0;0
17;"1701";1;5;9;1;4;1;0;1;1
13;"1310";1;5;10;3;4;2;0;12;12
9;"0901";1;5;11;4;6;1;0;0;0
23;"2301";1;5;12;3;7;1;0;0;0
9;"0901";1;5;14;6;4;1;0;2;2
17;"1701";1;5;14;4;3;2;0;0;0
12;"1201";1;5;14;3;4;2;0;1;1
9;"0920";1;5;15;5;4;2;0;1;1
17;"1701";1;5;15;8;10;1;0;2;2
17;"1701";1;5;15;3;7;2;0;1;1
17;"1701";1;5;16;1;1;1;0;1;1
7;"0701";1;5;16;4;7;1;0;0;0
1;"0101";1;5;17;3;7;1;0;0;0
17;"1701";1;5;19;3;1;1;0;0;0
6;"0601";1;5;19;3;7;1;0;0;0
9;"0910";1;5;20;1;4;1;0;1;1
17;"1701";1;5;20;1;1;2;0;1;1
7;"0701";1;5;20;4;4;1;0;0;0
12;"1210";1;5;20;3;4;2;0;1;1
7;"0701";1;5;20;5;4;2;0;1;1
8;"0801";1;5;20;4;7;1;0;0;0
9;"0901";1;5;20;1;5;1;0;1;1
17;"1701";1;5;21;1;3;2;1;0;1
9;"0906";1;5;21;3;7;1;0;1;1
17;"1701";1;5;22;1;1;1;0;1;1
9;"0901";1;5;22;4;1;1;0;2;2
9;"0901";1;5;22;1;4;1;0;2;2
9;"0901";1;5;22;3;7;1;0;1;1
9;"0921";1;5;23;1;4;1;0;2;2
7;"0701";1;5;23;3;3;1;0;1;1
9;"0910";1;6;0;3;7;1;0;0;0
17;"1701";1;6;0;7;3;1;0;2;2
17;"1701";1;6;0;7;3;1;0;2;2
1;"0101";1;6;2;3;1;1;1;0;1
24;"2401";1;6;2;3;7;2;0;5;5
17;"1701";1;6;3;3;7;1;0;2;2
13;"1304";1;6;3;1;4;2;1;0;1
17;"1701";1;6;3;3;4;1;0;1;1
9;"0916";1;6;3;7;4;2;1;1;2
9;"0901";1;6;4;4;7;1;0;0;0
17;"1701";1;6;4;3;7;2;0;1;1
17;"1701";1;6;4;4;3;1;0;0;0
9;"0901";1;6;5;4;3;1;0;0;0
9;"0911";1;6;5;1;4;2;0;1;1
9;"0910";1;6;6;3;7;1;0;1;1
1;"0108";1;6;7;3;4;2;0;0;0
6;"0601";1;6;7;3;7;1;0;0;0
6;"0601";1;6;7;3;7;1;0;0;0
18;"1801";1;6;8;4;3;1;0;0;0
9;"0901";1;6;8;1;7;1;1;0;1
9;"0901";1;6;9;3;2;1;0;1;1
18;"1801";1;6;9;1;4;1;0;2;2
9;"0921";1;6;9;3;7;1;0;1;1
13;"1301";1;6;9;2;5;2;0;1;1
12;"1205";1;6;9;3;7;2;0;1;1
24;"2402";1;6;9;3;7;1;0;4;4
9;"0908";1;6;11;7;4;2;0;1;1
17;"1701";1;6;12;8;7;1;0;0;0
9;"0901";1;6;12;3;4;1;0;2;2
9;"0901";1;6;15;3;4;1;0;0;0
6;"0606";1;6;15;7;4;2;1;0;1
9;"0911";1;6;15;3;7;2;1;1;2
9;"0901";1;6;15;3;4;1;0;2;2
11;"1101";1;6;16;4;1;1;0;0;0
9;"0901";1;6;17;5;1;1;0;0;0
9;"0901";1;6;17;3;2;1;0;1;1
23;"2301";1;6;17;5;1;1;0;0;0
9;"0901";1;6;18;7;3;1;0;1;1
9;"0901";1;6;18;3;7;1;0;1;1
13;"1301";1;6;18;3;7;1;0;1;1
17;"1701";1;6;18;1;4;1;0;1;1
23;"2301";1;6;19;5;4;2;0;0;0
7;"0701";1;6;19;1;3;1;0;1;1
13;"1308";1;6;19;3;4;1;0;1;1
9;"0901";1;6;19;7;2;1;0;1;1
13;"1307";1;6;20;4;9;2;1;0;1
9;"0901";1;6;20;1;3;1;0;1;1
9;"0910";1;6;20;2;5;1;1;1;2
6;"0601";1;6;20;3;7;1;0;0;0
9;"0906";1;6;20;3;4;2;0;1;1
9;"0910";1;6;20;2;5;1;0;1;1
6;"0601";1;6;20;1;4;2;0;1;1
11;"1101";1;6;20;4;1;1;0;0;0
12;"1210";1;6;21;3;7;2;0;1;1
12;"1205";1;6;21;3;7;2;0;2;2
13;"1312";1;6;21;7;4;2;0;1;1
8;"0805";1;6;21;3;4;2;0;0;0
9;"0910";1;6;22;3;7;2;0;1;1
24;"2402";1;6;22;3;4;2;0;2;2
17;"1701";1;6;22;8;3;1;3;0;3
9;"0920";1;6;22;6;4;2;0;1;1
9;"0906";1;6;23;3;7;1;0;1;1
7;"0706";1;6;23;1;4;2;1;0;1
1;"0103";1;6;23;3;7;2;0;1;1
17;"1701";1;6;23;3;7;1;0;1;1
12;"1201";1;7;0;1;4;2;0;0;0
9;"0901";1;7;1;3;3;1;0;1;1
23;"2301";1;7;1;1;1;2;0;1;1
12;"1205";1;7;1;3;7;1;0;1;1
10;"1001";1;7;2;3;7;1;1;1;2
12;"1207";1;7;2;7;4;1;0;2;2
9;"0901";1;7;2;4;1;1;0;2;2
9;"0911";1;7;2;2;5;2;0;3;3
18;"1801";1;7;2;4;1;1;0;0;0
13;"1301";1;7;3;4;7;1;0;0;0
17;"1701";1;7;3;3;4;1;0;0;0
5;"0501";1;7;3;7;4;2;0;3;3
7;"0706";1;7;4;3;1;2;0;0;0
9;"0901";1;7;4;4;3;1;0;0;0
9;"0909";1;7;4;4;4;2;0;1;1
17;"1701";1;7;4;3;7;1;0;2;2
9;"0901";1;7;5;7;4;1;0;1;1
12;"1205";1;7;6;7;4;1;0;0;0
9;"0901";1;7;6;7;4;1;0;0;0
14;"1401";1;7;6;1;4;2;0;2;2
9;"0901";1;7;7;3;7;1;0;1;1
9;"0911";1;7;7;2;5;2;0;1;1
12;"1212";1;7;7;2;5;2;0;2;2
1;"0101";1;7;7;5;3;1;0;1;1
9;"0910";1;7;8;2;5;1;0;1;1
9;"0910";1;7;9;4;4;1;0;0;0
9;"0911";1;7;9;1;4;1;0;1;1
17;"1701";1;7;9;7;3;1;0;1;1
9;"0901";1;7;9;1;4;1;0;1;1
5;"0502";1;7;10;3;4;1;0;3;3
9;"0901";1;7;10;1;3;1;0;1;1
17;"1701";1;7;11;4;7;1;0;0;0
17;"1701";1;7;11;8;7;1;0;0;0
9;"0901";1;7;12;1;4;1;1;0;1
17;"1701";1;7;12;3;4;1;0;0;0
23;"2301";1;7;12;1;4;1;0;1;1
9;"0901";1;7;12;3;4;1;0;1;1
17;"1701";1;7;12;7;1;1;0;0;0
9;"0901";1;7;12;1;4;1;0;2;2
18;"1801";1;7;13;5;4;2;0;0;0
10;"1001";1;7;13;1;4;2;0;1;1
9;"0901";1;7;13;3;4;1;0;0;0
18;"1801";1;7;14;1;4;1;0;1;1
17;"1703";1;7;14;3;7;2;0;5;5
11;"1101";1;7;14;3;4;1;0;1;1
17;"1701";1;7;15;1;4;1;0;1;1
23;"2301";1;7;16;3;4;1;0;0;0
1;"0101";1;7;16;3;7;1;0;7;7
9;"0911";1;7;16;3;4;2;0;0;0
13;"1301";1;7;17;3;7;2;0;1;1
9;"0911";1;7;17;3;7;2;0;1;1
13;"1321";1;7;18;3;4;2;0;0;0
9;"0918";1;7;18;2;5;2;0;1;1
6;"0601";1;7;18;3;4;2;1;0;1
17;"1701";1;7;18;3;4;2;0;0;0
17;"1701";1;7;19;3;7;1;0;2;2
9;"0902";1;7;19;1;4;2;0;1;1
13;"1310";1;7;19;5;4;2;0;1;1
9;"0918";1;7;19;2;5;2;0;1;1
9;"0918";1;7;19;3;4;2;0;0;0
14;"1401";1;7;19;1;4;1;0;0;0
17;"1701";1;7;20;4;7;1;0;0;0
15;"1503";1;7;20;8;4;2;0;1;1
6;"0601";1;7;21;3;7;1;0;0;0
12;"1201";1;7;21;3;4;2;1;0;1
13;"1308";1;7;21;3;4;1;0;1;1
9;"0901";1;7;22;1;4;1;0;1;1
9;"0920";1;7;22;1;4;1;0;2;2
5;"0505";1;7;22;7;4;1;1;0;1
13;"1318";1;7;22;3;4;2;0;2;2
18;"1801";1;7;23;4;3;1;0;0;0
9;"0913";1;7;23;1;4;2;0;1;1
13;"1301";1;7;23;3;7;1;0;1;1
18;"1809";1;7;23;3;4;2;0;0;0
9;"0901";1;1;0;4;3;1;0;1;1
23;"2301";1;1;1;7;3;1;0;2;2
9;"0901";1;1;1;3;1;1;0;0;0
18;"1801";1;1;2;3;4;2;0;0;0
9;"0901";1;1;2;7;3;1;0;1;1
9;"0909";1;1;5;4;4;2;0;0;0
7;"0709";1;1;5;3;4;2;1;1;2
9;"0901";1;1;6;7;10;1;0;1;1
9;"0901";1;1;7;3;4;1;0;1;1
9;"0901";1;1;7;3;7;1;0;1;1
1;"0101";1;1;8;7;4;2;0;3;3
18;"1801";1;1;8;3;7;1;0;0;0
17;"1701";1;1;8;3;4;1;0;0;0
23;"2301";1;1;9;7;4;2;0;0;0
9;"0901";1;1;9;2;3;1;0;1;1
12;"1201";1;1;10;5;4;1;0;1;1
9;"0901";1;1;11;1;4;1;0;1;1
8;"0801";1;1;13;3;4;2;0;0;0
17;"1701";1;1;13;3;8;1;0;2;2
9;"0901";1;1;13;3;4;1;0;1;1
17;"1701";1;1;13;3;8;2;0;1;1
9;"0901";1;1;13;6;7;1;0;1;1
1;"0101";1;1;14;1;5;1;0;1;1
12;"1203";1;1;15;7;4;2;0;1;1
18;"1801";1;1;15;4;3;1;0;0;0
12;"1208";1;1;15;6;4;2;0;0;0
9;"0901";1;1;15;6;6;1;0;0;0
9;"0901";1;1;16;3;3;1;0;1;1
1;"0105";1;1;16;7;4;2;0;0;0
7;"0702";1;1;16;3;7;2;0;1;1
18;"1801";1;1;17;3;7;2;0;0;0
17;"1701";1;1;17;4;8;2;0;0;0
17;"1701";1;1;18;4;8;2;0;0;0
9;"0916";1;1;18;6;4;2;0;0;0
1;"0101";1;1;19;5;4;1;1;0;1
9;"0901";1;1;19;4;4;1;0;0;0
11;"1101";1;1;19;3;1;1;0;3;3
17;"1701";1;1;20;4;1;1;0;0;0
4;"0401";1;1;20;3;4;2;0;1;1
10;"1001";1;1;21;3;7;1;0;0;0
17;"1701";1;1;21;3;8;1;0;0;0
9;"0913";1;1;21;3;7;2;2;0;2
6;"0601";1;1;21;3;7;1;0;0;0
9;"0910";1;1;22;1;4;2;1;0;1
24;"2401";1;2;2;7;4;1;0;2;2
9;"0901";1;2;5;4;3;1;0;0;0
13;"1309";1;2;5;4;4;2;0;9;9
12;"1208";1;2;6;7;4;1;0;6;6
7;"0709";1;2;7;7;4;2;0;0;0
9;"0901";1;2;7;3;3;1;0;4;4
9;"0901";1;2;7;1;4;1;0;1;1
23;"2302";1;2;8;3;7;2;0;1;1
1;"0101";1;2;8;3;7;2;0;0;0
1;"0101";1;2;9;4;4;1;0;1;1
17;"1701";1;2;9;1;5;1;0;1;1
9;"0901";1;2;9;6;2;1;0;2;2
9;"0901";1;2;12;3;4;1;0;2;2
6;"0601";1;2;13;3;7;1;0;0;0
9;"0911";1;2;14;3;4;2;0;0;0
18;"1801";1;2;14;3;2;1;0;0;0
9;"0910";1;2;14;6;4;1;0;1;1
23;"2301";1;2;14;3;6;1;0;0;0
9;"0901";1;2;15;3;4;1;0;1;1
2;"0204";1;2;15;1;4;2;0;2;2
17;"1701";1;2;15;3;8;1;0;0;0
18;"1801";1;2;15;3;4;1;0;0;0
19;"1901";1;2;16;7;4;2;4;3;7
9;"0901";1;2;16;3;7;1;0;0;0
17;"1701";1;2;17;1;4;1;1;0;1
9;"0901";1;2;17;1;10;1;0;1;1
17;"1701";1;2;17;1;5;1;0;2;2
17;"1701";1;2;17;3;1;2;0;0;0
9;"0901";1;2;17;3;7;1;0;0;0
7;"0702";1;2;17;7;4;2;0;0;0
23;"2302";1;2;18;3;7;2;0;3;3
9;"0910";1;2;18;2;5;1;0;1;1
6;"0601";1;2;18;3;4;2;0;1;1
9;"0901";1;2;18;3;7;1;0;1;1
9;"0901";1;2;18;1;7;1;0;1;1
24;"2402";1;2;19;3;7;2;0;1;1
17;"1701";1;2;19;4;8;2;0;0;0
9;"0901";1;2;19;1;5;1;0;1;1
9;"0920";1;2;19;3;4;2;0;0;0
13;"1301";1;2;19;5;7;1;0;0;0
17;"1701";1;2;19;3;8;2;0;1;1
1;"0101";1;2;20;3;7;1;0;1;1
13;"1301";1;2;20;3;7;1;0;1;1
23;"2301";1;2;21;3;7;1;0;0;0
6;"0610";1;2;22;3;4;2;0;1;1
12;"1205";1;2;22;3;7;2;0;0;0
9;"0901";1;3;5;4;3;1;0;1;1
9;"0901";1;3;6;3;3;1;0;1;1
13;"1301";1;3;6;2;5;1;0;1;1
8;"0801";1;3;7;7;3;2;1;0;1
6;"0601";1;3;7;3;7;1;0;0;0
9;"0901";1;3;7;3;7;1;0;2;2
24;"2403";1;3;7;3;7;1;0;1;1
9;"0901";1;3;8;6;3;1;0;1;1
6;"0607";1;3;8;3;4;2;0;0;0
13;"1308";1;3;8;3;4;1;0;0;0
17;"1701";1;3;9;3;8;2;0;0;0
1;"0101";1;3;9;7;3;1;0;1;1
17;"1701";1;3;9;8;3;1;0;0;0
12;"1205";1;3;9;1;4;1;0;1;1
11;"1101";1;3;10;5;4;1;0;0;0
1;"0106";1;3;10;5;4;2;0;0;0
9;"0901";1;3;10;4;10;1;0;0;0
21;"2101";1;3;12;1;4;1;1;0;1
6;"0607";1;3;12;3;4;2;0;0;0
9;"0901";1;3;12;5;3;1;0;1;1
18;"1801";1;3;13;3;4;2;0;2;2
1;"0101";1;3;13;3;7;1;0;1;1
9;"0901";1;3;14;1;3;1;0;1;1
9;"0916";1;3;15;3;7;2;0;2;2
1;"0101";1;3;15;3;4;1;0;1;1
